label,p_value,fold_change,adjusted_p_value
CPD037,0.00350039032278822,1.69320783420974,0.204772833883111
CPD047,0.262119600983244,-0.708217355579391,0.853090706140692
CPD079,0.486498514387813,0.443638018377422,0.893149278154918
CPD589,0.158837004489795,-1.19409074654431,0.756322713239198
CPD590,0.533668240836029,0.397267365995159,0.903059039783483
CPD668,0.649884747398688,0.290365686669018,0.952594434557393
CPD669,0.769419861785967,-0.1877878557243,0.973368219406342
CPD765,0.583621836064511,0.350206782310132,0.93493093899815
CPD784,0.929224019470553,-0.0569551294167187,0.988858893586899
CPD819,0.000135477172113732,2.06975217423912,0.0138694754951434
CPD842,0.122327801615717,-1.01601762692749,0.711600923868421
CPD926,0.257548092288432,-0.762235874292723,0.853090706140692
CPD928,0.809282356421261,0.188629271510905,0.980476701048836
CPD130,0.779888418796708,0.179048098209793,0.975639737387284
CPD133,0.765060253461007,-0.191437014603471,0.973368219406342
CPD134,,,
CPD248,0.962950118538533,0.0297885704700839,0.988858893586899
CPD391,0.247673828057055,0.729386454743229,0.8451869382447
CPD749,0.91902491087891,-0.0651871825790845,0.988858893586899
CPD761,0.230165697114388,0.756146822029859,0.834518529281814
CPD762,0.608095422213326,0.327796823339015,0.940599444047995
CPD825,0.472762256308571,0.457554754204838,0.881010116344993
CPD852,0.16252929045485,0.874680456207801,0.761859404577034
CPD001,0.337131904082689,-0.608669258713388,0.854810192701552
CPD002,0.152675737906706,0.894657573600418,0.745700812584123
CPD003,0.278048167333276,-0.685723551776054,0.854810192701552
CPD004,0.472637126872451,0.457682463370427,0.881010116344993
CPD005,0.787633876990048,-0.172601676124391,0.975639737387284
CPD006,0.824853050642894,-0.141838432305211,0.980860783173302
CPD007,0.156087474128644,-0.887640801426486,0.74757684977403
CPD008,0.736154010545702,-0.215785058934984,0.964982423254786
CPD010,0.342748700098581,0.601785607945663,0.854810192701552
CPD011,0.682034696882203,0.262192327197522,0.952594434557393
CPD847,0.148974611543058,-0.902395638627217,0.739455799113726
CPD013,0.271608395611818,0.694716438939483,0.853090706140692
CPD014,0.0873625449038269,1.05821556493751,0.656149332885858
CPD015,0.141287319556869,0.91891340742912,0.73703385170112
CPD016,0.409017213392273,0.525082005141754,0.864409701305107
