label,p_value,fold_change,adjusted_p_value
CPD037,0.59076909920723,0.343621696976816,0.9562053206536
CPD047,0.92546708734504,-0.0599864005634514,0.985178842041961
CPD079,0.110258949498761,0.993014783869216,0.828223467992069
CPD589,,,
CPD590,0.164703647243619,-0.870387069504622,0.857420657614214
CPD668,0.604916391877478,-0.330686098000544,0.96163211390625
CPD669,0.694813249198981,-0.251127159386187,0.972738548878574
CPD765,0.846587873258439,-0.124017093269634,0.984636037510791
CPD784,0.706734257530908,-0.24086716983219,0.973010611411824
CPD819,0.760834494937885,-0.194979649063972,0.984636037510791
CPD842,0.190091634912634,-0.873972198920553,0.857420657614214
CPD926,0.646665722322026,-0.315846545234763,0.964698044775481
CPD928,0.281180727341172,-0.807509325460981,0.892585332141162
CPD130,0.812240579785703,-0.152225965282086,0.984636037510791
CPD133,0.248464966001374,0.72820677789546,0.88098858336066
CPD134,0.770235767272875,-0.255580559256104,0.984636037510791
CPD248,0.905185765808443,0.0763734226527036,0.984636037510791
CPD391,0.976885067277643,-0.0185809143452897,0.996296972579177
CPD749,0.234285447427501,0.74973322402829,0.88098858336066
CPD761,0.629478257709206,-0.308520818281852,0.963115222143751
CPD762,0.397999018333261,-0.537318015130343,0.915621337120621
CPD825,0.720424842405433,-0.229154552276097,0.973010611411824
CPD852,0.98048273491919,0.0156883490860813,0.996296972579177
CPD001,0.352184646638503,-0.590370003006809,0.896703586504924
CPD002,0.631658293394856,0.306570451300602,0.963115222143751
CPD003,0.0916556260538878,-1.04509747314295,0.761962412945159
CPD004,0.489632244089387,-0.44049092316966,0.920021321058515
CPD005,0.252926930851451,-0.721598590386026,0.88147726113761
CPD006,0.510436983613791,-0.419845307742579,0.92149106972796
CPD007,0.821752216715264,-0.1443889548917,0.984636037510791
CPD008,0.698796523086704,-0.247692340177982,0.973010611411824
CPD010,0.415475104151759,0.517994826819001,0.920021321058515
CPD011,0.515685492039379,0.414702160324168,0.92149106972796
CPD847,0.99447959304259,0.00443703089935524,0.998419565773129
CPD013,0.0619762622034386,1.14769243219787,0.650237844634129
CPD014,0.618058842820946,-0.318781516281081,0.963115222143751
CPD015,0.750494052323039,-0.203672122228452,0.984636037510791
CPD016,0.380684517723764,-0.556935573095553,0.91069592084431
CPD017,2.94571760150097e-05,2.19715547651655,0.00749456628465058
CPD018,0.707896856568517,-0.239869673388997,0.973010611411824
CPD838,0.176628107098573,0.847517047946622,0.857420657614214
CPD019,0.459701725896722,0.470979423670114,0.920021321058515
CPD020,0.355638254168914,-0.586236815853641,0.896703586504924
CPD834,0.257270456330123,-0.715237691779766,0.883933834617714
CPD022,0.333754577329554,0.612841237997578,0.896703586504924
CPD023,0.54271890504904,-0.388597049128815,0.927198884721856
CPD024,0.418629367658779,0.514555135843603,0.920021321058515
CPD025,0.836460924059486,0.132308786252767,0.984636037510791
CPD026,0.834932417629132,0.133562042994341,0.984636037510791
CPD027,0.522479710931442,-0.408081535177098,0.92149106972796
CPD028,0.32132007102844,0.628423470403994,0.896703586504924
CPD829,0.321549480190852,-0.62813272826576,0.896703586504924
CPD030,0.950891174189486,0.0394940811729757,0.98579730590024
CPD031,0.679515540066161,0.264382240092253,0.971244724806606
CPD032,0.524414668893117,-0.406203542913477,0.92149106972796
CPD033,0.480551612565715,-0.449638359900023,0.920021321058515
CPD035,0.153133564096596,0.893709611163913,0.857420657614214
CPD036,0.350533984697915,-0.592353863664294,0.896703586504924
CPD039,0.998097153201043,-0.00152940446427274,0.999317320869993
CPD040,0.635181841453475,-0.303423711609062,0.963115222143751
CPD041,0.651851511243074,-0.288627579011559,0.967167968652488
CPD812,0.437230841094715,-0.494550272654772,0.920021321058515
CPD044,0.84742788238801,-0.123330196068715,0.984636037510791
CPD046,0.402107273099626,-0.532733960130178,0.919836535211813
CPD048,0.75021606269701,-0.203906283175032,0.984636037510791
CPD049,0.307568884945875,0.646086869251476,0.896703586504924
CPD050,0.816879811037455,0.148400949864675,0.984636037510791
CPD051,0.616809045040885,-0.319909113306497,0.963115222143751
CPD052,0.41890174299736,0.514258777971665,0.920021321058515
CPD053,0.115763355313116,-0.9788538800808,0.839413991197522
CPD054,0.182886837733472,-0.835938594883756,0.857420657614214
CPD056,0.0356072818862776,-1.27796119352888,0.54004377527521
CPD057,0.0732662612268086,1.10500828511282,0.671329095535174
CPD058,0.434404080121789,-0.497560384884464,0.920021321058515
CPD059,0.722584075809045,-0.227313860630221,0.973349273170408
CPD060,0.536527234630768,0.394521177184701,0.925375669850207
CPD061,0.640741633160009,-0.298472333333166,0.963935019730369
CPD062,0.30057080441639,0.65526182813153,0.896703586504924
CPD063,0.449268992887122,0.481845663960777,0.920021321058515
CPD064,0.638169613381248,-0.300760806467322,0.963115222143751
CPD065,0.0515704625819687,1.1926897982779,0.621120718450476
CPD066,0.0490798198560492,1.2044905830283,0.599945857643347
CPD067,0.585328445620144,0.348631275560637,0.954097424912124
CPD068,0.325191554559731,-0.623533629223484,0.896703586504924
CPD069,0.406164681806489,-0.528232114415604,0.920021321058515
CPD070,0.0319802518127874,-1.30145702594749,0.511361560568525
CPD071,0.486167536822859,0.443970998827097,0.920021321058515
CPD072,3.66034983377318e-05,2.18046736953252,0.00749456628465058
CPD073,0.837296731814432,-0.131623687355547,0.984636037510791
CPD074,0.847386516998101,-0.123364018537997,0.984636037510791
CPD075,0.744170777468512,0.20900477190285,0.984636037510791
CPD076,0.443061382137512,0.488374120537429,0.920021321058515
CPD077,0.620873382980307,-0.31624554621922,0.963115222143751
CPD078,0.96016685433285,-0.0320280143352649,0.991153231067846
CPD080,0.578656000345557,-0.354802510346323,0.954097424912124
CPD081,0.861514415780903,-0.111830227201877,0.984636037510791
CPD082,0.139169743393415,0.923575339405771,0.857420657614214
CPD083,0.278530834496002,0.685054850369224,0.892585332141162
CPD086,0.0939660606928707,-1.03822614359685,0.761962412945159
CPD087,0.484221194704026,0.445931422754573,0.920021321058515
CPD088,0.813410255164486,-0.151261106212052,0.984636037510791
CPD089,0.0468192354931371,1.21561127012971,0.594740369748089
CPD090,0.660542495756838,-0.280970511449058,0.967167968652488
CPD092,0.354593546023505,0.587484607426631,0.896703586504924
CPD093,0.444048011377323,0.487333283131588,0.920021321058515
CPD094,0.0706540146522239,-1.11441384103174,0.665122275864038
CPD095,0.132872434686382,0.937745360063786,0.856870267780683
CPD096,0.749545462058999,-0.204471259168475,0.984636037510791
CPD097,0.712117977698611,-0.236252528457059,0.973010611411824
CPD098,0.713196061440457,0.235329828697355,0.973010611411824
CPD099,0.448304762166893,-0.482856598679485,0.920021321058515
CPD100,0.89049721474298,0.0882699317923615,0.984636037510791
CPD101,0.00831261416674738,1.5579547536439,0.246703680924645
CPD102,0.314408896543861,-0.637242051293232,0.896703586504924
CPD103,0.940525589494703,-0.0478433380020464,0.985178842041961
CPD105,0.917419738772752,-0.0664836476309568,0.984636037510791
CPD106,0.490996757906997,-0.43912373183327,0.920021321058515
CPD107,0.440677868031596,-0.4908936699007,0.920021321058515
CPD108,0.939457371575502,0.0487041697244411,0.985178842041961
CPD109,0.71552044378701,-0.233342001276212,0.973010611411824
CPD110,0.923321705504624,0.061717949864938,0.984636037510791
CPD111,0.588025935815332,-0.346145032072156,0.954097424912124
CPD112,0.920857229721087,-0.0637075572303112,0.984636037510791
CPD115,0.486170703438381,0.4439678125111,0.920021321058515
CPD116,0.843782303757633,-0.12631224187173,0.984636037510791
CPD117,0.663398614042365,0.278462376964614,0.967167968652488
CPD118,0.304221649941077,-0.650459117010732,0.896703586504924
CPD119,0.887454466800547,-0.0907377057776066,0.984636037510791
CPD120,0.117170223140778,-0.975313512099927,0.839413991197522
CPD121,0.180068037773678,0.841118971616707,0.857420657614214
CPD122,0.299097089976619,-0.657210703124784,0.896703586504924
CPD123,0.180972046520204,0.839451553747355,0.857420657614214
CPD124,0.882316909002125,0.0949072913511373,0.984636037510791
CPD125,0.738630728872034,-0.213687974769512,0.98207646157705
CPD126,0.132142545118753,0.93941861611542,0.856870267780683
CPD127,0.124917803699236,0.956350776612949,0.845518026691524
CPD128,0.208405614487742,-0.79134908747689,0.857420657614214
CPD129,0.00650324911563828,1.59833303434585,0.239680176055187
CPD132,0.593847352489472,0.340796063118584,0.956456345334152
CPD135,0.0256125190119142,1.34840642705237,0.437013605640787
CPD136,0.0174466834311251,1.42487801751721,0.330668428980178
CPD817,0.893616948471491,0.0857409773555073,0.984636037510791
CPD138,0.181772221808161,0.837980425922138,0.857420657614214
CPD139,0.0338379518483342,1.28917356054175,0.522892123845013
CPD140,0.278068200773436,-0.685695782301394,0.892585332141162
CPD141,0.813699797180296,-0.151022313716691,0.984636037510791
CPD142,0.911245459998131,0.0798823181025578,0.984636037510791
CPD143,0.98520032355406,0.0118957942855928,0.998419565773129
CPD144,0.888537574517391,0.089859126807549,0.984636037510791
CPD145,0.164797931178041,-0.870201797757658,0.857420657614214
CPD146,0.967007095293514,0.0265248798939406,0.992454650432818
CPD147,0.885479600545793,-0.0923400557370939,0.984636037510791
CPD149,0.771159333884437,0.186333434792344,0.984636037510791
CPD150,0.931768237655256,-0.0549030069240893,0.985178842041961
CPD151,0.200772002946774,-0.804279700812358,0.857420657614214
CPD152,0.541296833949392,-0.389954889594542,0.927198884721856
CPD153,0.396497848853682,0.53899962341622,0.915621337120621
CPD154,0.248163647314048,0.799453261619331,0.88098858336066
CPD155,0.926457160608501,-0.0591874444662358,0.985178842041961
CPD156,0.633927302710789,0.304543301782737,0.963115222143751
CPD157,0.793515079456792,-0.167717686348451,0.984636037510791
CPD158,0.964528846350517,-0.0285184605725013,0.991153231067846
CPD159,0.605102901455827,-0.330516414456304,0.96163211390625
CPD160,0.954456981894623,-0.0366233991494557,0.9882430697493
CPD161,0.0156005316873858,-1.63624181900894,0.327611165435101
CPD162,0.428874133118562,-0.503479514445388,0.920021321058515
CPD163,0.404571824391177,-0.529996463396457,0.920021321058515
CPD164,,,
CPD165,0.246459753655335,0.73120153987221,0.88098858336066
CPD166,0.50797988180362,-0.42226187504229,0.92149106972796
CPD167,0.291220908490585,-0.667728545475629,0.896703586504924
CPD168,0.536636415939456,-0.394416439326826,0.925375669850207
CPD169,0.510600559502896,-0.419684630837685,0.92149106972796
CPD170,0.460476180991944,-0.470177933415114,0.920021321058515
CPD171,0.691119481595843,-0.254318353415063,0.972738548878574
CPD172,0.771320517387209,-0.186198710027102,0.984636037510791
CPD173,0.708203057663203,-0.239607046557015,0.973010611411824
CPD175,0.778878908641757,-0.179889525337999,0.984636037510791
CPD177,0.920581513192441,-0.0639301822508473,0.984636037510791
CPD178,0.0764305894671827,-1.27034312356646,0.68039839971329
CPD179,0.100990214367803,-1.0180774589087,0.787723672068866
CPD180,0.0681305817373997,-1.12375383782484,0.665122275864038
CPD181,0.379617547914113,-0.558160822596257,0.91069592084431
CPD182,0.194009312664943,-0.816015595647639,0.857420657614214
CPD183,0.209244205228669,-0.789948135966515,0.857420657614214
CPD184,0.670879380494676,-0.271911777063243,0.967167968652488
CPD185,0.915482315120102,-0.0680488015643928,0.984636037510791
CPD186,0.668823206917345,-0.273709615059817,0.967167968652488
CPD187,0.0981848477460728,1.02599625340581,0.773205676000323
CPD188,0.804203710823495,0.15886431629327,0.984636037510791
CPD189,0.0293812533014114,1.31963001705868,0.49108666232359
CPD190,0.0101363187780982,1.52405947272326,0.251565002401892
CPD191,0.239019391857296,0.742454173311353,0.88098858336066
CPD192,0.00309469445756876,1.71097558164544,0.175288899446164
CPD193,0.00137479746180458,1.81995921083088,0.0938299267681626
CPD194,0.0472062594214158,1.2136781300211,0.594740369748089
CPD195,0.059165581887254,1.15923481650193,0.650237844634129
CPD196,0.122698438911663,0.961693669329486,0.839413991197522
CPD197,0.00896158344602992,1.5452462396071,0.246703680924645
CPD198,0.00485598857968921,1.64426476862871,0.209318665619235
CPD199,0.0235766373367059,1.36539058179207,0.42746885527942
CPD200,0.341923051961908,0.602793260257757,0.896703586504924
CPD201,0.0173596108884093,1.42583784755649,0.330668428980178
CPD202,0.622494488432399,0.314786994538413,0.963115222143751
CPD203,0.00937818421699625,1.537483666971,0.246703680924645
CPD204,0.194568573461666,0.815034629391185,0.857420657614214
CPD205,0.0425594556599827,1.23775821586685,0.564348636706018
CPD206,0.0245311797290998,1.35728674391245,0.42746885527942
CPD207,0.0602285562327739,1.15482109156578,0.650237844634129
CPD209,0.274337992479429,0.690888371843368,0.892585332141162
CPD210,0.0429902688501858,1.2354416215691,0.564348636706018
CPD211,0.69460955413328,0.251302987884306,0.972738548878574
CPD212,0.0392019142520224,1.25647236450724,0.564348636706018
CPD213,0.0036736642705331,1.68614413770142,0.188045689847913
CPD214,0.00313416454823344,1.70916345048236,0.175288899446164
CPD215,0.489913390282752,0.44020907015422,0.920021321058515
CPD216,0.376012969530811,-0.562314707550048,0.91069592084431
CPD217,0.2401316307614,-0.740757670948019,0.88098858336066
