label,p_value,fold_change,adjusted_p_value
CPD037,0.94396511054948,0.0450721086422352,0.983395389055459
CPD047,0.170131033506986,-0.859840063578063,0.796247682720578
CPD079,0.722185420723547,0.22765357215636,0.931481195519225
CPD589,,,
CPD590,0.558661216888836,-0.373484896395428,0.912413147661545
CPD668,0.360299530230136,-0.580695328106347,0.881417951010608
CPD669,0.657896856184167,-0.283297402550882,0.912413147661545
CPD765,0.691470420259392,-0.254014911685783,0.922669821039701
CPD784,0.221243019586513,-0.770301838028878,0.818296099840526
CPD819,0.796843365414784,0.164957761081948,0.950578977888033
CPD842,0.578764729221349,-0.381720553803473,0.912413147661545
CPD926,0.216291797577293,-0.82802586845772,0.814866772267941
CPD928,,,
CPD130,0.537166832661104,-0.393907750676986,0.912413147661545
CPD133,0.736511936692307,0.215481863679875,0.934867221738175
CPD134,0.0646401718715495,-1.35842874680155,0.585007221235352
CPD248,0.778407547915982,-0.180282503281988,0.943877415886146
CPD391,0.0430530080590181,-1.23510577401143,0.535322977014148
CPD749,0.535072430014504,0.395917724256589,0.912413147661545
CPD761,0.358578715912452,-0.582736199624743,0.881417951010608
CPD762,0.336721039449826,0.609175460334394,0.881417951010608
CPD825,0.204408266397324,-0.798079652996322,0.807661930643085
CPD852,0.525393175021446,-0.405255097131694,0.912413147661545
CPD001,0.245178563894665,-0.733123270162532,0.83446179240235
CPD002,0.623905626222451,0.313518598293198,0.912413147661545
CPD003,0.390991976436701,-0.545198010525914,0.907662539366622
CPD004,0.567657237023925,-0.365043299133498,0.912413147661545
CPD005,0.428853677899141,-0.503501485168662,0.907662539366622
CPD006,0.302769305726954,0.652365408615031,0.874948008455944
CPD007,0.106450415485684,1.00311835920488,0.660264479929074
CPD008,0.492858388114641,-0.437261494566672,0.912413147661545
CPD010,0.302315894809163,-0.652961691607001,0.874948008455944
CPD011,0.654362868661702,-0.286411070983211,0.912413147661545
CPD847,0.489781117756263,-0.440341665175316,0.912413147661545
CPD013,0.943083615208078,-0.0457822550465317,0.983395389055459
CPD014,0.0630716180960659,-1.14330280706988,0.585007221235352
CPD015,0.618498540449042,0.318385030580445,0.912413147661545
CPD016,0.516816344149131,-0.413597316395333,0.912413147661545
CPD017,0.0299218703482215,1.31574746638208,0.492164285113122
CPD018,0.276164038317269,-0.688340912174281,0.842558503312137
CPD838,0.189972410200456,-0.8231542117823,0.799084109936833
CPD019,0.803186707121013,0.159705463248102,0.951602557121553
CPD020,0.297000037518121,-0.659994158148651,0.868883884282148
CPD834,0.644564301012679,-0.29507764139429,0.912413147661545
CPD022,0.857231702118364,-0.115322863200581,0.967195319938133
CPD023,0.476426090225964,-0.453822986539438,0.912413147661545
CPD024,0.52261705645071,-0.407948124213906,0.912413147661545
CPD025,0.0793515834716152,1.08404336762344,0.624495958062795
CPD026,0.186131528719633,-0.830042932695599,0.799084109936833
CPD027,0.269131974251123,-0.698210616026131,0.842558503312137
CPD028,0.198754174255764,-0.807753004761882,0.804954405735844
CPD829,0.270101383223987,-0.696840378278171,0.842558503312137
CPD030,0.0107818162819943,-1.51326705342566,0.287818886650892
CPD031,0.518347040373004,-0.412103670600105,0.912413147661545
CPD032,0.0101289368112559,1.52418613087346,0.282911683348873
CPD033,0.324261573424247,-0.624705012476331,0.874948008455944
