label,p_value,fold_change,adjusted_p_value
CPD037,0.211892373583622,,0.983613561939022
CPD047,0.0209631523958952,,0.657114200102101
CPD079,0.461483951864905,,0.983613561939022
CPD589,0.98573557610184,,0.999630372881257
CPD590,0.857338501042728,,0.990680302457393
CPD668,0.919329213421294,,0.99288352749417
CPD669,0.916286974041525,,0.99288352749417
CPD765,0.772226722807469,,0.983613561939022
CPD784,0.672326962785571,,0.983613561939022
CPD819,0.225307733990774,,0.983613561939022
CPD842,0.376962550313343,,0.983613561939022
CPD926,0.107339029076147,,0.983613561939022
CPD928,0.879615977998078,,0.991087302855343
CPD130,0.833945633568263,,0.989324150448521
CPD133,0.70499390917856,,0.983613561939022
CPD134,,,
CPD248,0.0641518843098903,,0.983613561939022
CPD391,0.84554837591071,,0.989858867392757
CPD749,0.893348519525847,,0.991087302855343
CPD761,0.340050603481529,,0.983613561939022
CPD762,0.969682904564812,,0.998797572371369
CPD825,0.562193283247762,,0.983613561939022
CPD852,0.813628094004819,,0.983613561939022
CPD001,0.780305454105973,,0.983613561939022
CPD002,0.611128212574752,,0.983613561939022
CPD003,0.385850170814636,,0.983613561939022
CPD004,0.475010572877579,,0.983613561939022
CPD005,0.224157262317531,,0.983613561939022
CPD006,0.492656108011935,,0.983613561939022
CPD007,0.219781600068373,,0.983613561939022
CPD008,0.734530570017031,,0.983613561939022
CPD010,0.283604280968282,,0.983613561939022
CPD011,0.690969087866828,,0.983613561939022
CPD847,0.000301399440500211,,0.0491281088015343
CPD013,0.24508524395125,,0.983613561939022
CPD014,0.614975534537288,,0.983613561939022
CPD015,0.618502973571041,,0.983613561939022
CPD016,0.821338881283172,,0.983613561939022
CPD017,0.184000060760744,,0.983613561939022
CPD018,0.238223134561839,,0.983613561939022
CPD838,0.792499531391744,,0.983613561939022
CPD019,0.684633409376326,,0.983613561939022
CPD020,0.807907594388383,,0.983613561939022
CPD834,0.788892256613286,,0.983613561939022
CPD022,0.387356760745632,,0.983613561939022
CPD023,0.634306773037637,,0.983613561939022
CPD024,0.316678657416766,,0.983613561939022
CPD025,0.106068207745808,,0.983613561939022
CPD026,0.712502768172349,,0.983613561939022
CPD027,0.895533315470335,,0.991087302855343
CPD028,0.894091627522416,,0.991087302855343
CPD829,0.883345534258191,,0.991087302855343
CPD030,0.845195661829546,,0.989858867392757
CPD031,0.784470399055467,,0.983613561939022
CPD032,0.14001009523593,,0.983613561939022
CPD033,0.0464890799247853,,0.9472150034675
CPD035,0.0994959301504519,,0.983613561939022
CPD036,0.370459745241721,,0.983613561939022
CPD039,0.850513523369412,,0.989878029623182
CPD040,0.165922053714385,,0.983613561939022
CPD041,0.10157064152152,,0.983613561939022
CPD812,0.508544596864052,,0.983613561939022
CPD044,0.489862617089048,,0.983613561939022
CPD046,0.721102655985644,,0.983613561939022
CPD048,0.308636778202078,,0.983613561939022
CPD049,0.484113188802597,,0.983613561939022
CPD050,0.530937335630274,,0.983613561939022
CPD051,0.471286105981578,,0.983613561939022
CPD052,0.128405321156132,,0.983613561939022
CPD053,0.592910625848307,,0.983613561939022
CPD054,0.738260032143726,,0.983613561939022
CPD056,0.342938636510863,,0.983613561939022
CPD057,0.445193711048549,,0.983613561939022
CPD058,0.695878274115484,,0.983613561939022
CPD059,0.297852921203021,,0.983613561939022
CPD060,0.370435845916378,,0.983613561939022
CPD061,0.562812060759776,,0.983613561939022
CPD062,0.368848405213715,,0.983613561939022
CPD063,0.926257848361517,,0.99288352749417
CPD064,0.808214927294858,,0.983613561939022
CPD065,0.209907623100897,,0.983613561939022
CPD066,0.411735747509188,,0.983613561939022
CPD067,0.366591856858369,,0.983613561939022
CPD068,0.528469354466489,,0.983613561939022
CPD069,0.271916090306676,,0.983613561939022
CPD070,0.129023672692871,,0.983613561939022
CPD071,0.186969469428719,,0.983613561939022
CPD072,0.325874303587755,,0.983613561939022
CPD073,0.36247680562443,,0.983613561939022
CPD074,0.365855661941241,,0.983613561939022
CPD075,0.557179611546043,,0.983613561939022
CPD076,0.621512556258592,,0.983613561939022
CPD077,0.248877465635998,,0.983613561939022
CPD078,0.213993251261912,,0.983613561939022
CPD080,0.235620558809769,,0.983613561939022
CPD081,0.539203534085803,,0.983613561939022
CPD082,0.180355885163729,,0.983613561939022
CPD083,0.451559314465595,,0.983613561939022
